"","Signature_1","Signature_13","Signature_18","Signature_2","Signature_3","Signature_33","Signature_34","Signature_41","Signature_5","Signature_8","df.extra"
"TCGA.GH.A9DA",75.5067961013944,128.0707642273,696.563861077998,112.883966135478,NA,48.0698760806672,NA,NA,2533.32764103322,697.976034682618,0
"TCGA.FU.A3HY",50.5852206164046,NA,341.834916723838,120.6072517874,733.978879531627,91.0080736743135,NA,NA,1312.13900558902,866.500818778375,733.978879531627
"TCGA.VS.A9UZ",105.807148609482,NA,342.006911600059,110.176372333431,2286.70223211494,149.168442795536,NA,NA,1030.91138565686,258.503480041068,2286.70223211494
"TCGA.FU.A3WB",111.090504645013,NA,NA,90.5127917666961,1165.59733865128,289.415485395185,NA,795.401487749765,4671.16693826023,903.177488468672,1165.59733865128
"TCGA.EK.A2H1",153.128744151724,62.2299200365398,555.509489478346,94.6391411153973,539.44944436194,NA,NA,NA,2181.90963835448,265.681699704147,539.44944436194
"TCGA.VS.A9UH",438.637767345237,NA,NA,NA,7913.96518054912,1541.7376733606,987.936203158113,2487.66132468052,19443.7721710105,427.25311039192,7913.96518054912
"TCGA.VS.A94Z",NA,NA,237.558976456043,200.250016565484,1242.92719258913,129.597233458939,NA,641.386047184887,2069.03006986545,559.529289290048,1242.92719258913
"TCGA.EA.A50E",83.2631860787979,NA,59.7560799391313,12.4400744501086,437.002253729397,108.790051001104,NA,NA,1649.49135947871,234.55420566772,437.002253729397
"TCGA.ZJ.AAXJ",192.116310667687,11.5683027025493,514.742868416072,NA,268.945981224774,250.950646889889,NA,NA,4085.94968257113,984.462416681195,268.945981224774
"TCGA.EX.A1H5",334.077132349627,54.22378077294,119.740655825443,84.8309334945474,NA,223.846241782194,NA,NA,5401.14419911119,702.657332265637,0
"TCGA.HM.A4S6",145.546036227993,NA,563.509715425347,NA,722.005556616673,228.294096537816,NA,150.543938127871,2729.50838516812,605.693068865948,722.005556616673
"TCGA.EA.A3HQ",148.442220928037,272.412027773243,427.610462321581,341.941198682905,743.771487365264,NA,NA,NA,2278.14294628416,556.590082080697,743.771487365264
"TCGA.VS.A8Q8",59.6785864746426,94.4291243748588,617.395938496831,25.4954128549148,NA,141.060428817488,NA,NA,1889.13487483993,927.017139139637,0
"TCGA.FU.A3YQ",NA,NA,NA,193.806851716744,1577.07077546876,63.1827938449001,31.0943971622827,1546.60433662621,2056.32212966066,1198.57817855579,1577.07077546876
"TCGA.FU.A3HZ",46.6962916466118,NA,NA,47.4146177435794,1136.20001473422,163.393305227664,NA,430.157692106458,2213.86014503431,379.649929314682,1136.20001473422
"TCGA.Q1.A5R3",NA,NA,NA,109.125795149643,2045.79172371716,80.8829596852565,NA,695.630533391031,2199.79682800455,494.859172184898,2045.79172371716
"TCGA.DR.A0ZM",59.7101719496826,NA,179.224563252005,NA,633.7038800543,NA,50.7225845186526,298.642242720012,1497.85363212701,296.704840995326,633.7038800543
"TCGA.LP.A4AW",47.1951089849148,8.84898437742615,1287.18188061382,NA,663.76821009003,154.2181170854,NA,NA,2107.21862555622,879.944285483966,663.76821009003
"TCGA.EA.A3HS",NA,NA,NA,249.358162209008,5151.23146823025,254.623355644307,NA,3792.63712001534,3507.10208532972,2611.63876799397,5151.23146823025
"TCGA.IR.A3LI",86.4942674792126,NA,423.561937222346,160.963760866979,2044.92314728683,134.136369656906,NA,191.460541359389,977.959631463074,NA,2044.92314728683
"TCGA.C5.A2M2",75.4871198366439,NA,1093.67998731198,NA,883.581832126933,123.194280345771,NA,NA,1732.67852816268,529.922679328401,883.581832126933
"TCGA.MU.A51Y",80.7259023923062,NA,NA,36.5208552146752,470.325351935607,196.779877218787,NA,401.458405008958,1422.85618144782,598.830632887147,470.325351935607
"TCGA.IR.A3LF",NA,NA,237.578291968452,45.7237009350243,858.024353750687,132.246047538829,NA,123.338950744805,1430.88884987227,542.778854837607,858.024353750687
"TCGA.VS.A9UJ",5.75288270300667,NA,NA,104.111309698842,609.48062441046,64.020487558741,NA,331.633512342157,2638.47293297554,462.643653183775,609.48062441046
"TCGA.C5.A1BJ",1940.30752946179,NA,359.955437508152,NA,323.317575816025,112.251826312717,NA,190.67948370113,2504.38410810747,660.59818568915,323.317575816025
"TCGA.EA.A78R",178.040671432766,NA,NA,221.976782249114,4854.98475036605,166.463724729105,NA,8.8049888583289,599.199115031912,NA,4854.98475036605
"TCGA.VS.A8EI",NA,NA,345.579235735556,88.0033658498971,1046.16735035893,183.665165765929,NA,467.151658728838,4434.75303866916,1039.9788501122,1046.16735035893
"TCGA.EA.A410",302.62222300428,NA,NA,NA,NA,1381.38853486185,NA,1068.29089832942,20641.6521040123,NA,0
"TCGA.JW.A852",151.913082110928,NA,249.465625236284,86.8406542738343,1493.42394228005,121.775018960336,NA,NA,1725.13594600777,315.513512815269,1493.42394228005
"TCGA.C5.A1BM",42.2205035682542,NA,381.728376811435,106.161872598078,657.550744664794,94.2813059473009,NA,NA,1374.144214822,786.635599424811,657.550744664794
"TCGA.MA.AA41",75.9222035750704,116.783430631152,372.399466780541,108.640703668607,NA,115.447447588232,NA,NA,2991.76930071546,802.723180467391,0
"TCGA.C5.A1M6",NA,NA,NA,67.7521484408971,1364.43301897192,63.814169023668,975.678336891816,NA,1073.01150345222,178.034315607273,1364.43301897192
"TCGA.C5.A7UH",57.7216961448021,19.2784610351163,482.043556610458,16.9891394262976,NA,58.362801109095,NA,NA,1275.55077464966,539.62036729263,0
"TCGA.EA.A411",153.089408912042,NA,1575.78780932146,108.853970378582,1091.67407568189,99.8205652564616,NA,NA,3553.24298151881,621.034402319377,1091.67407568189
"TCGA.C5.A1ME",130.426571109393,NA,314.988752120388,149.556859650522,2263.07828415371,189.074156335974,NA,NA,1830.32475085046,452.752971842391,2263.07828415371
"TCGA.VS.A9UY",NA,NA,NA,75.7654216048923,926.729813662836,88.9345247249108,25.6484860812032,433.356073607802,1849.82733662899,241.522040913226,926.729813662836
"TCGA.C5.A1M9",176.786477422244,NA,NA,104.68404392096,1160.01370588051,203.258509633293,NA,553.654393824526,5175.92938756407,873.047241386442,1160.01370588051
"TCGA.C5.A1M5",NA,NA,NA,58.8672552620847,1237.84445818211,80.4042108095948,1604.12660423336,NA,639.856296562043,465.720548140133,1237.84445818211
"TCGA.Q1.A6DT",71.3335905838732,88.0311252156455,783.042202432811,108.10481833351,295.345845716756,NA,NA,NA,1965.21850206016,570.568694259026,295.345845716756
"TCGA.VS.A8EG",56.427753220159,NA,378.2726650604,111.335121519419,645.034039429147,95.0522543530173,NA,NA,1643.84345615982,478.565570614049,645.034039429147
"TCGA.JW.A5VH",95.6865346939727,NA,907.929886192036,212.322843558395,3039.07824702095,50.9611312964412,NA,NA,219.473318346855,625.263409788494,3039.07824702095
"TCGA.R2.A69V",NA,NA,NA,165.672029086193,1819.45640563885,125.160083623169,35.606439716995,1174.80591025064,3646.84743790757,764.248774012975,1819.45640563885
"TCGA.BI.A20A",80.4339440587913,132.158518320494,230.764562143042,NA,NA,110.25980129529,NA,90.8846326206385,3502.58936223292,1049.1589237488,0
"TCGA.C5.A2LV",101.565134545414,NA,672.491739083936,17.7712056406487,462.100530556828,91.405486019681,NA,NA,1275.25730287078,718.12462156924,462.100530556828
"TCGA.C5.A902",1239.2369661375,25.7923032155766,NA,NA,844.622381899442,943.570515942575,NA,499.163380041175,19235.8573478555,2120.25805217327,844.622381899442
"TCGA.UC.A7PD",NA,NA,137.938617479991,64.5406481954602,1501.99007075586,62.4988358536229,NA,630.008168362339,1057.13647555998,322.733120477474,1501.99007075586
"TCGA.C5.A1M8",175.292465262349,885.119517636334,NA,772.83421417296,853.696308814038,210.172884004816,NA,NA,2236.3343516569,200.789984374277,853.696308814038
"TCGA.C5.A3HD",NA,NA,NA,86.5608132844151,863.635126331148,131.801487635921,NA,271.412304356316,2198.24988705286,225.524156623152,863.635126331148
"TCGA.FU.A770",150.854152747271,38.7170524570047,266.421770270442,NA,330.724161022552,168.363595510095,NA,NA,2772.60264361889,769.628022117644,330.724161022552
"TCGA.LP.A5U3",59.2704828444171,NA,369.033187590978,NA,653.759995187596,93.7021115223255,NA,34.1517331735489,862.70165902993,240.210628676345,653.759995187596
"TCGA.ZJ.AAX4",98.717637845212,NA,158.28447452057,NA,844.98002779235,212.341848047466,NA,230.354400756641,3687.93688265731,643.513575048914,844.98002779235
"TCGA.UC.A7PF",NA,19.6321227979989,NA,107.348674023085,1147.53250345007,144.414437499858,NA,305.405623016077,1497.30162259023,233.463172627034,1147.53250345007
"TCGA.C5.A0TN",NA,NA,NA,216.505899439229,2696.03915483864,103.817624248648,NA,2838.13949462659,2774.57810398487,2062.03535481371,2696.03915483864
"TCGA.EA.A5O9",311.91663885058,NA,NA,111.963185005689,1356.4984311778,162.347049717903,NA,655.947209865241,5354.69307656099,142.133098783106,1356.4984311778
"TCGA.VS.AA62",NA,NA,363.742701423392,592.008782769068,4771.56087043723,NA,435.046783725435,4629.668767653,2794.7723225644,3975.75482887795,4771.56087043723
"TCGA.C5.A8XH",152.321132047115,NA,213.807090763117,118.587692772294,682.088254667898,125.044361317315,NA,NA,2446.99315031708,296.375921710903,682.088254667898
"TCGA.C5.A2LS",592.694981249835,NA,437.950309008332,NA,63.5574741601611,205.803057864916,NA,215.224263116978,3825.97405373576,788.928782226126,63.5574741601611
"TCGA.VS.A8QA",280.761908519286,139.396933187251,NA,94.607500453641,869.220191136786,395.492899231821,NA,NA,6306.95610188271,749.155137599908,869.220191136786
"TCGA.JW.AAVH",10.3699265304354,NA,976.764206336648,76.3488635590326,2259.79011658638,107.304545386947,NA,NA,151.462606118931,131.999647527683,2259.79011658638
"TCGA.C5.A7CK",180.0887052545,NA,24.3880199805578,NA,1509.423107373,212.642101564352,NA,NA,2928.5726836014,33.4465025003968,1509.423107373
"TCGA.VS.A9V3",125.676688786173,198.304748230238,NA,163.981997958725,243.421947248865,162.403388123587,NA,NA,4016.49302034611,802.784822006096,243.421947248865
"TCGA.MU.A8JM",NA,26.1698667161434,1419.10017841768,53.8798169544156,471.206445297815,122.218082069846,NA,NA,2412.53170307544,824.666469354896,471.206445297815
"TCGA.EX.A8YF",173.301351659243,176.425384440037,NA,83.3056051690961,618.652850691675,210.973010924051,NA,NA,4142.19213625673,763.215950080789,618.652850691675
"TCGA.EX.A69M",1623.06443156182,NA,229.624253441545,NA,553.839024110426,205.378746478138,NA,230.479460892095,3383.0639389245,395.103589347914,553.839024110426
