"","Signature_1","Signature_13","Signature_17a","Signature_17b","Signature_18","Signature_2","Signature_3","Signature_30","Signature_34","Signature_41","Signature_5","Signature_8","Signature_85","df.extra"
"TCGA.A2.A25D",NA,NA,63.7235494799682,31.2984425596194,504.440896969305,61.7027950362164,786.654219595241,NA,NA,NA,1288.89103187616,449.685600197023,321.96204374059,786.654219595241
"TCGA.BH.A201",37.7091868468613,NA,53.062734415034,7.31703639600195,337.173803544142,NA,239.666973658589,NA,NA,NA,967.011827304523,305.82336159287,62.0938141046655,239.666973658589
"TCGA.EW.A1OV",185.309394784735,NA,92.0394584698748,NA,816.066856794044,165.800086893476,729.927954280069,152.870237330113,NA,NA,2202.41366579664,307.659966431398,NA,729.927954280069
"TCGA.AC.A8OQ",59.7426082103837,400.168419822242,67.0345164555257,NA,562.674860581544,326.963889108323,NA,NA,NA,NA,1826.01056587154,768.74260454957,107.530269431034,0
"TCGA.A2.A0T4",156.392364388098,74.0265450454937,15.2710455313337,NA,NA,10.8434378511335,796.322187586248,NA,NA,NA,2802.40579736064,180.162534166187,354.474458780202,796.322187586248
"TCGA.D8.A1JU",77.1157752779018,NA,93.8953670871252,NA,NA,54.625026865501,1067.75284512796,NA,NA,315.937012667931,2330.0941039374,339.150235452469,657.738113028816,1067.75284512796
"TCGA.AR.A2LO",61.2692472679432,NA,53.3133755743095,31.2363245468041,225.399164590195,NA,787.169367131571,NA,NA,NA,1386.44291945538,426.949348342469,163.595325461511,787.169367131571
"TCGA.A2.A0YL",61.8622198085239,NA,NA,23.6135580208845,920.33091445065,208.670991369499,2445.00059033779,NA,NA,NA,353.482206866924,293.989062585038,285.888529446699,2445.00059033779
"TCGA.C8.A1HE",NA,308.763532718334,56.1506165014118,NA,423.110214093435,463.390168915227,653.966049809348,NA,NA,NA,1250.80685874118,235.227156250002,187.59837165835,653.966049809348
"TCGA.B6.A1KF",124.73815925289,NA,96.7752108693334,5.75806919885256,373.090096172316,98.0859107529308,1527.35325681771,NA,NA,NA,1224.13167857536,NA,290.870944170256,1527.35325681771
"TCGA.A7.A26I",1852.57966493112,NA,0.67821895992511,NA,554.13514700262,NA,543.229667414638,104.018531014364,NA,119.781266221146,5104.17454702274,911.337876230808,NA,543.229667414638
"TCGA.BH.A0HQ",318.716789456822,58.9874458217508,123.011958783442,NA,238.404083421316,NA,396.898793352021,NA,NA,NA,5170.52940820617,472.699345181752,819.27808618026,396.898793352021
"TCGA.E9.A5FK",300.513842586391,56.6051128746426,NA,NA,133.374361897418,120.697125271071,484.147993018718,NA,NA,NA,5153.37466927794,572.680729514665,590.669902466562,484.147993018718
"TCGA.GM.A2DD",NA,NA,NA,4604.50371306511,57446.5509218935,2524.63653639329,NA,NA,NA,28108.6619510909,NA,NA,NA,0
"TCGA.A8.A07B",791.871954841448,NA,63.5998669752439,NA,432.337050084332,NA,605.431114684706,NA,NA,211.49465808871,4878.98780125952,567.273057223562,217.322118047972,605.431114684706
"TCGA.C8.A26V",141.842926094866,NA,92.9615558826956,21.8990452698709,394.879447588475,13.3396978537891,1159.43833910407,NA,NA,NA,1446.0436738145,NA,266.370214491218,1159.43833910407
"TCGA.D8.A1JL",275.631329700815,14.3639010477975,221.789031606862,10.7102048985285,NA,86.391928988977,2253.11334646605,NA,NA,NA,4926.20707341994,NA,957.650728828539,2253.11334646605
"TCGA.D8.A1XW",147.778092868741,NA,133.563191299431,NA,404.840992971041,80.427865825032,1693.63521722988,NA,NA,NA,1815.01202780803,134.169003310695,305.189305150063,1693.63521722988
"TCGA.EW.A1PB",NA,40.3951922421239,103.021475662611,NA,NA,47.0920684260757,823.333786221143,NA,NA,189.714010071233,1775.89454614467,203.553756250714,491.976563066337,823.333786221143
"TCGA.A8.A07L",36.1697862331835,5.27701848052768,100.494508771679,NA,1248.27445941041,NA,310.552536595929,NA,NA,NA,2014.70127473337,862.869171194754,67.4868171410887,310.552536595929
"TCGA.D8.A140",91.9978993788301,24.5141543338526,19.9286082214157,NA,187.929952008194,NA,424.74714427333,NA,NA,NA,1278.12523562617,181.178233879336,144.019848533354,424.74714427333
"TCGA.GM.A5PX",63.9391514095171,55.6051641029749,34.95990619147,NA,553.103578412086,NA,359.045570808411,NA,NA,NA,1739.90448884889,509.429246054492,233.985687101969,359.045570808411
"TCGA.EW.A2FV",75.1506468092783,NA,51.2852908045547,1.88462202212999,256.515998963471,40.0659605126715,819.157448344548,NA,NA,NA,716.815594797952,NA,34.6104599900011,819.157448344548
"TCGA.A8.A08X",160.407644866699,NA,125.126160948266,79.4991420103195,235.393134463032,164.989197061074,2511.72310601246,NA,NA,NA,973.893679298931,NA,628.067543847267,2511.72310601246
"TCGA.D8.A73W",85.293079144216,NA,52.1997846444853,11.2670302062474,189.232779630918,65.4438513375475,1336.18639550217,NA,NA,NA,379.50171883063,NA,139.009340258927,1336.18639550217
"TCGA.AC.A2FO",121.769596933136,36.5078106305533,119.595425418995,19.2566110077864,245.622723344163,NA,NA,NA,NA,NA,3769.4458428803,598.737772445168,924.675005740599,0
"TCGA.A8.A099",186.113498311459,25.9776601649495,128.311826388993,NA,NA,19.2232362498186,1249.70334158008,171.488664729572,NA,NA,3184.58453679148,NA,687.661127424216,1249.70334158008
"TCGA.BH.A1FJ",202.679167932216,98.1216069519707,NA,NA,205.454414999927,97.0048170021366,1215.75668390655,NA,NA,NA,4212.40975959215,671.371321029337,921.975712121926,1215.75668390655
"TCGA.E2.A2P5",NA,NA,82.6624415341574,59.154521198951,344.468980432002,100.479154919604,1091.3686346603,NA,NA,NA,1173.92496103011,463.151489075461,232.581214567513,1091.3686346603
"TCGA.E2.A1IH",507.067905154229,288.81968364259,168.962270604354,NA,NA,159.682935351046,1592.99603771674,NA,NA,NA,13240.7809865017,1324.41196814215,2448.27547852674,1592.99603771674
"TCGA.A7.A0DB",239.689319143111,211.158342588311,35.9160870334362,NA,NA,53.7875215287593,1123.5173968976,NA,NA,NA,6476.89466374866,650.141109953655,1192.11376932641,1123.5173968976
"TCGA.A7.A0DB.1",121.524819745624,NA,158.068271939009,75.408058199783,647.64767164927,96.5639068195438,2699.85102849629,NA,NA,NA,447.31513086256,NA,460.535742735211,2699.85102849629
"TCGA.AR.A1AR",64.6140792180653,NA,127.981563731917,NA,NA,93.9103648465474,1124.6965086603,105.787281730783,NA,NA,1902.76890343098,341.107219794616,658.677433847877,1124.6965086603
"TCGA.E2.A156",421.397351089679,NA,33.2516367904719,NA,91.0394482963388,NA,538.635927149333,23.6146555716962,NA,60.4713200042772,2297.74808174768,NA,228.214222530556,538.635927149333
"TCGA.BH.A0BP",101.16130202592,31.4461147217061,48.7252776525665,NA,231.591330419246,58.3673675110815,NA,NA,NA,NA,1747.59741969538,361.640419957741,303.191044785361,0
"TCGA.A7.A56D",135.128603572808,363.349659855487,126.926094677016,NA,364.25736061381,204.535156392512,1124.39355220669,NA,NA,NA,2720.02681341865,NA,399.756393216796,1124.39355220669
"TCGA.EW.A1PD",95.7463889148939,19.238020838158,41.9313651920247,NA,215.693392194359,NA,459.966185395827,NA,NA,NA,2314.40937928696,190.337873860633,278.544506002245,459.966185395827
"TCGA.AO.A03P",NA,254.255711552448,77.7019035744724,NA,NA,437.649259779464,1524.00376835606,NA,NA,590.047727448206,2457.85947460272,935.105146396713,867.395317698509,1524.00376835606
"TCGA.A1.A0SD",104.248540411758,NA,112.946087500724,NA,560.516146038833,41.1015076960511,389.947672995732,NA,NA,NA,2022.10725697876,449.556220270614,174.078497614068,389.947672995732
"TCGA.A7.A13D",243.888774503575,NA,76.709777853907,NA,179.344004808251,26.2514254729388,952.77842871357,NA,NA,NA,2938.06178551085,178.893231496232,430.376022818739,952.77842871357
"TCGA.D8.A27P",85.7290409918917,NA,135.372413515296,NA,NA,54.882108903723,1218.96794862591,78.2597710466121,NA,NA,2784.17487125702,303.436655898864,848.689820358747,1218.96794862591
"TCGA.AC.A2QI",1110.42150712585,33.672506213026,276.292460948725,NA,NA,111.278669655252,909.125783095804,NA,NA,NA,10771.6570430023,194.330078688594,1521.03231571247,909.125783095804
"TCGA.AC.A5EH",163.955185296193,105.736084529961,54.7097705765793,NA,257.881745418379,78.2040934613907,908.456507858688,NA,NA,NA,1569.04807536242,NA,195.089137558843,908.456507858688
"TCGA.A1.A0SE",133.914104563576,NA,72.1702620418264,NA,993.282278540627,18.4114398889322,742.609763187648,NA,NA,NA,1976.19572118559,516.32015215877,175.874879475639,742.609763187648
"TCGA.AR.A0TZ",76.322190349479,133.711924611057,59.9851983673608,NA,964.844487939754,346.123756846744,2645.16713468093,NA,NA,NA,NA,258.786022724415,351.069931783916,2645.16713468093
"TCGA.A2.A25F",118.331622142553,NA,162.38932926712,NA,425.842801703137,32.5419166175966,472.12849168875,NA,NA,NA,2655.30091114713,470.048703783956,129.186500263252,472.12849168875
"TCGA.AR.A1AT",273.852504247481,236.49212511697,29.1210701557915,NA,NA,113.635315111167,1029.84939758687,NA,NA,NA,4708.13953738621,504.74936906309,767.14860391601,1029.84939758687
"TCGA.C8.A3M8",179.328931213713,NA,123.098876099852,NA,696.355640655778,30.7978226156914,630.312678978225,NA,NA,21.1394029672523,2534.26253376014,NA,208.265801727341,630.312678978225
"TCGA.C8.A1HL",131.046206578205,54.034729983367,88.6024632213153,NA,837.201019306097,49.8942890162372,733.107062595634,NA,NA,NA,2068.45128208831,NA,90.8450533420856,733.107062595634
"TCGA.BH.A5IZ",594.201966840568,145.645713226877,208.806433575224,NA,NA,NA,968.064889955766,NA,NA,NA,10302.5634731987,341.215202658218,1403.88864728537,968.064889955766
"TCGA.LL.A73Z",NA,NA,110.073152795629,NA,NA,78.7777483652603,970.790359256325,114.143849853902,NA,354.307290251101,2415.51633110024,518.930921561193,823.024212209219,970.790359256325
"TCGA.A2.A3XU",171.953658513455,134.40636811966,NA,NA,268.675925195774,9.02695375157678,287.399637987953,NA,NA,NA,5468.47647219601,854.475413362535,759.79830157246,287.399637987953
"TCGA.D8.A1JM",143.506497070581,86.2549141534253,141.038023674016,NA,301.236776094773,NA,144.851828720523,NA,NA,NA,5543.59875134591,983.350436300903,831.218584287841,144.851828720523
"TCGA.AN.A0AL",145.77872590454,56.4918951951269,68.5077479171325,NA,418.520545841112,106.211545581978,NA,NA,NA,NA,3404.54958848621,831.692536175229,261.444788289093,0
"TCGA.A2.A0YC",194.160766682472,124.361857170571,234.27934767302,NA,NA,NA,2266.05540192608,393.783544465191,NA,NA,5264.73578003002,1116.92903821001,1839.50016615402,2266.05540192608
"TCGA.JL.A3YW",789.597630829325,NA,103.296593422296,46.1876415197519,76.7806754564534,NA,2043.36410697971,NA,NA,NA,4580.80487628819,NA,945.238838034557,2043.36410697971
"TCGA.B6.A0I8",6372.21017687883,NA,NA,271.140019163225,15944.5752950211,589.198128317108,NA,6881.0420688857,NA,4442.44144617333,27266.3228242324,NA,NA,0
"TCGA.BH.A204",325.025636853776,43.9261385219172,99.4451353347545,NA,256.036296265333,124.571064393725,1010.97871772757,NA,NA,NA,2570.87602631903,NA,371.983337763357,1010.97871772757
"TCGA.GM.A2DB",142.272810315735,139.081954853842,NA,NA,482.59527204952,59.6184639073649,1092.71977674957,NA,NA,NA,4724.69849159433,853.981135392519,952.866434882488,1092.71977674957
"TCGA.BH.A1EY",390.84355446979,NA,159.027462718417,166.210203956163,694.212688698371,171.419771290595,4827.28429187405,NA,NA,NA,5294.96881159343,NA,1704.38023651545,4827.28429187405
"TCGA.AC.A62Y",505.508208687242,211.446271660146,223.31984041494,NA,NA,63.9568467875761,1063.99082937434,NA,NA,NA,10730.8814799349,371.300516661805,1457.19566573797,1063.99082937434
"TCGA.E9.A1N3",111.392464463902,341.896395546702,151.888647779538,NA,380.102126041113,264.911677447873,420.720749744592,NA,NA,NA,2533.50762023408,642.03175475088,NA,420.720749744592
"TCGA.B6.A0RE",171.318567589294,91.1759817103032,123.356137782776,32.3226146555138,NA,77.8551076848491,1506.70973489872,NA,NA,NA,3570.5020406714,NA,856.802041119094,1506.70973489872
"TCGA.A2.A0D1",NA,NA,55.7842179617978,NA,399.124924658879,NA,1298.53264419404,199.715011140828,NA,566.333765334199,1002.71422108304,567.898898866179,914.219601811013,1298.53264419404
"TCGA.B6.A0I6",152.492104289862,NA,87.1536189445769,NA,111.472929357721,32.7385079763175,1327.03436774523,NA,NA,NA,2229.65506566756,315.022618972814,196.841222907933,1327.03436774523
"TCGA.GM.A3XN",550.151794847422,97.3027277775344,163.545495530306,98.7545628389427,NA,280.165618106309,4408.37651954036,NA,NA,NA,8064.6911332152,NA,2173.29190537185,4408.37651954036
"TCGA.C8.A1HF",125.421818857544,27.4202389634835,139.575872569457,NA,NA,28.3781683628387,543.544521115996,NA,NA,NA,2491.82990051815,217.538237232233,616.147001761,543.544521115996
"TCGA.A8.A09Q",163.234711169575,NA,150.213340512579,NA,NA,79.1112363380485,1697.11685456609,NA,NA,182.490766432028,2935.53245470997,185.013132303215,780.586945742707,1697.11685456609
"TCGA.E2.A1LL",NA,NA,140.808225889082,NA,NA,104.020764577533,1360.73634647545,122.988654346296,NA,497.757087972406,2749.77115894334,678.868892583205,1124.15886599416,1360.73634647545
"TCGA.AC.A7VC",244.30890213865,917.516496359026,137.247881648503,NA,764.247751733243,811.600980664721,1438.70646113268,NA,NA,NA,2814.53976725191,NA,175.444249712897,1438.70646113268
"TCGA.A2.A0YD",98.9185010646683,NA,61.9059443950329,NA,190.654920521555,108.63332559399,1479.99396269688,NA,NA,NA,1277.28575661111,294.489991672222,290.083091799972,1479.99396269688
"TCGA.E2.A15E",3474.58425766101,NA,NA,167.605682158691,4555.93163987521,NA,NA,1236.84546215556,NA,1333.90109459688,12919.4551688802,2588.64692348025,NA,0
"TCGA.E2.A15E.1",76.2605034481453,62.8235539565945,56.823291888203,NA,243.192311576616,33.2168254331353,NA,NA,NA,NA,2091.27533326366,406.719212226936,159.275119993221,0
"TCGA.AR.A24L",151.484210014331,NA,55.0282549573065,NA,560.398717886677,173.547259746775,NA,185.528116726694,NA,NA,2234.60659031067,502.211544037118,255.998043263882,0
"TCGA.LL.A440",NA,NA,134.805021267981,NA,318.163041001568,140.682243496974,1219.99695569376,NA,NA,344.740915185937,2349.50771672446,457.581723403855,1098.65642753359,1219.99695569376
"TCGA.A2.A3XY",79.5024190746623,NA,101.926808593914,33.2086922205921,417.275418085989,113.225887808446,2065.62265281842,NA,NA,NA,662.270082919106,NA,338.686066027571,2065.62265281842
"TCGA.A1.A0SJ",157.807085195291,48.2294371785662,88.5506978591962,NA,1415.4470199047,NA,657.468296158068,NA,NA,NA,2231.73690165003,957.106156562771,131.119253077988,657.468296158068
"TCGA.B6.A0RN",NA,107.180835337182,96.5952160684054,NA,678.013426343966,117.674263889297,1699.5312133999,NA,NA,NA,3320.59846531807,481.100377105554,1428.13740398832,1699.5312133999
"TCGA.A7.A4SA",508.236496110031,54.1852396766159,115.984674246302,NA,646.361163179823,NA,478.950952107533,NA,NA,NA,4867.80941008677,657.913817462901,512.971621552705,478.950952107533
"TCGA.A8.A07W",140.784964319149,53.1530225770848,NA,NA,711.512471190606,106.919271274873,NA,121.701894202777,NA,NA,2950.11197325461,831.60690237437,200.65989537407,0
"TCGA.S3.AA10",NA,101.610127471161,58.0792498885311,NA,572.308094676342,18.7676156863483,399.38839496173,NA,NA,NA,1783.11811185056,632.16606051204,168.045876596181,399.38839496173
"TCGA.BH.A1F0",86.5578362636363,174.943924947537,55.6540332025949,NA,234.147420971773,163.134535294811,NA,NA,NA,NA,2427.09002303241,477.169131676886,225.933717714011,0
"TCGA.LL.A5YL",64.8419662949377,NA,106.145494399901,38.9279119632704,NA,129.820215991673,2310.52424178784,NA,NA,132.302118746426,2183.1112702057,NA,730.581177773235,2310.52424178784
"TCGA.A8.A076",131.142744371285,NA,34.9468568638541,5.21435613962983,232.354326419181,38.600432720891,1276.55154537254,NA,NA,NA,983.347513964103,NA,229.119879417645,1276.55154537254
"TCGA.AC.A3YI",582.763832104342,NA,NA,NA,417.855629199015,NA,1339.79033866419,297.838663145702,NA,856.308275984519,5529.09997822282,1131.59415641351,1280.79650931945,1339.79033866419
"TCGA.E2.A1LK",54.2801274531367,268.533449085513,68.0602094233008,NA,1087.3456651445,208.598911008784,356.102015402964,NA,NA,NA,1571.93282385871,1157.84752144463,NA,356.102015402964
"TCGA.BH.A0BG",350.677641442397,160.079362929636,92.5392162852402,NA,NA,78.2203444474652,935.86708833412,NA,NA,NA,6443.19354065936,747.984294091532,794.53244429464,935.86708833412
"TCGA.A8.A06Y",NA,38.4331037368653,167.58255510353,NA,2416.51578428059,15.2257099694592,455.025828799149,NA,NA,NA,1426.4390301131,335.755462967233,147.371601574237,455.025828799149
"TCGA.AR.A0TT",61.8164513837327,NA,22.9490112308072,NA,240.469132868569,37.5067587762465,581.27582705752,NA,NA,NA,972.175064938622,91.226843861574,163.901307664425,581.27582705752
"TCGA.A7.A0D9",219.60505086337,774.954013078285,132.318135743548,NA,581.61884249753,970.480126262249,653.209749482375,NA,NA,NA,2490.70910916505,176.115296430197,NA,653.209749482375
"TCGA.E2.A14Y",154.799874655093,NA,74.8739965101333,NA,405.431781741613,NA,343.19010475059,NA,NA,NA,2057.54875546523,408.832699585958,161.988031879253,343.19010475059
"TCGA.A2.A0SX",63.6923515089533,28.9276183188905,85.4192264013597,NA,1074.94059434277,NA,152.946967032607,NA,NA,NA,1905.89428402784,858.141521896506,84.9053718166574,152.946967032607
"TCGA.A7.A3IZ",234.554348954556,NA,109.931896445823,NA,147.24559319731,16.9227140970514,1264.53927369086,NA,NA,NA,2910.98396602825,205.276254340635,382.070065408473,1264.53927369086
"TCGA.LD.A7W5",175.206373122147,NA,200.107503483903,94.378971224428,424.337243452186,204.160424722152,3461.88732240559,NA,NA,NA,1356.57780449159,NA,858.530786543216,3461.88732240559
"TCGA.E9.A22H",62.8786201632482,105.657019615401,NA,NA,465.692480530768,124.074602138263,384.059919641524,NA,NA,NA,4703.92994992879,1143.32614920308,975.112993260755,384.059919641524
"TCGA.S3.A6ZG",85.637968232405,NA,72.0496008569518,NA,113.378797155221,67.6978329970056,1535.35319882536,NA,263.488603458291,NA,637.354668103464,NA,1102.33715462206,1535.35319882536
"TCGA.BH.A0W3",340.042451947099,498.422794673369,98.0246244054353,NA,NA,335.246247650276,854.345779215692,NA,NA,NA,6254.86818952559,990.703590481325,920.656536359649,854.345779215692
"TCGA.E9.A1NE",218.775779456998,NA,202.191030350818,14.0887559418883,73.0619373931641,70.6202196749403,2446.28715486723,NA,NA,NA,3300.05736516082,NA,586.144984795927,2446.28715486723
"TCGA.A2.A0YF",135.17216727702,NA,200.127447133605,NA,815.252834414194,NA,633.212487881945,6.47557994296849,NA,NA,2502.77470354673,439.556023012509,75.3901814289596,633.212487881945
"TCGA.EW.A2FR",356.476711904391,84.0434901700014,56.479907167126,NA,NA,34.2953382454817,597.529587538535,NA,NA,NA,5752.44489386638,232.46515886013,1370.28359208119,597.529587538535
"TCGA.A8.A09A",NA,NA,69.3600149689052,NA,91.0790274539326,66.803137710885,898.304180132852,NA,NA,169.665035466235,2040.74088998463,346.58184686357,590.646947867426,898.304180132852
"TCGA.D8.A27V",117.313400613795,NA,43.0126384982009,13.1241085844796,97.9529264170358,89.4320689940573,1471.70232093001,NA,NA,NA,1611.24593110375,NA,494.268717398507,1471.70232093001
"TCGA.PE.A5DD",NA,47.6757037111939,50.864730037005,37.4024499236235,1156.11166380379,336.209988056396,3150.29455176937,NA,NA,NA,NA,258.965650454696,291.887011751893,3150.29455176937
"TCGA.AC.A2FM",330.699919651123,NA,82.8574052573366,NA,590.033116303094,NA,136.994159202487,NA,NA,NA,4042.29213016534,629.059814689554,265.666561117259,136.994159202487
"TCGA.BH.A203",122.050763103371,NA,91.7409962238931,NA,216.06912997523,16.5611515375737,1042.06563717987,NA,NA,NA,1659.23988979062,384.382226946455,362.753637162751,1042.06563717987
"TCGA.E9.A2JT",126.951340811533,NA,82.8576881725427,NA,556.943658383851,50.2009286312363,436.372656986062,NA,NA,NA,3269.62042701931,832.920119469286,360.434965934939,436.372656986062
"TCGA.A2.A04T",107.931113341841,32.5567519339952,111.953558214935,NA,NA,76.5045029055039,1521.62028882358,NA,NA,NA,2653.59528947827,150.615834760202,560.429278983593,1521.62028882358
"TCGA.WT.AB41",NA,NA,NA,NA,292.238340885483,NA,1218.88838001978,133.580772839103,102.731100811485,360.546239769227,1068.28676930995,318.128208112258,922.008179983866,1218.88838001978
"TCGA.EW.A1PE",NA,NA,94.1701812029321,NA,NA,36.9921315521013,1621.24744154655,171.514512525467,NA,357.231858044751,2196.75266285224,479.203617019997,895.426091051107,1621.24744154655
"TCGA.A8.A090",116.848769144357,NA,140.017432838756,1.03019758802818,NA,51.3464865306257,1402.67558664244,69.5886838428452,NA,NA,2204.26262944658,NA,645.928822891494,1402.67558664244
"TCGA.AR.A0TP",132.280333680117,34.1568154613668,53.8930811495759,NA,428.019804208735,NA,28.8701264026327,NA,NA,NA,2534.47548342526,597.456417960947,197.98762050059,28.8701264026327
"TCGA.EW.A6SA",130.728616405283,NA,134.87678430048,NA,217.375098510672,186.566041760126,1162.83538127986,NA,NA,NA,1654.69074630361,220.36495893325,1000.84479063514,1162.83538127986
"TCGA.AC.A2FE",385.964977588268,255.437332848139,88.0758482749079,NA,215.045121540611,255.708015051293,NA,NA,NA,NA,3706.23126128714,693.132359505123,455.743363485701,0
"TCGA.AR.A5QQ",NA,81.4423483158304,147.805663601478,NA,296.086016091984,120.673827992439,1493.52349967705,NA,NA,NA,2692.0702792312,341.789454018107,1105.87998505947,1493.52349967705
"TCGA.AR.A1AX",66.011786532079,NA,38.8702204128266,NA,465.895765739413,21.1728266839125,458.929560058096,NA,NA,NA,1071.09858777928,276.107275067727,209.892524563853,458.929560058096
"TCGA.E2.A14W",57.3079459108559,NA,29.0331972386039,NA,366.025919018605,30.0067892589974,633.111535467567,NA,NA,NA,987.213199068149,446.285173493273,156.942377585225,633.111535467567
"TCGA.OL.A66N",82.7246563849679,NA,125.32649067742,16.5622686700531,NA,74.7050432065773,1218.32061610976,NA,NA,NA,2613.29069999048,88.3033241480681,653.340643901461,1218.32061610976
"TCGA.BH.A0HX",706.056343384079,NA,91.0794491513661,NA,693.38807691281,NA,470.732066041567,NA,NA,NA,4407.23296494438,785.167542465422,22.4284292323759,470.732066041567
"TCGA.C8.A27A",NA,NA,NA,NA,NA,687.097905664741,1504.88783516393,3373.42339210365,NA,NA,5527.20104291018,NA,1033.58638530941,1504.88783516393
"TCGA.BH.A18M",46.3044904163113,NA,27.6019098454605,NA,306.534550799181,7.90004093164649,417.095028964741,NA,NA,NA,904.035646984849,139.873930904126,103.18949364824,417.095028964741
"TCGA.AN.A0AR",117.012686493224,NA,108.262913137973,16.1567422228379,444.915074371981,220.819696259619,2247.74735325764,NA,NA,NA,434.543892520845,NA,199.475738035008,2247.74735325764
"TCGA.S3.A6ZH",51.8457439938708,NA,149.403998288514,NA,NA,81.2920790040214,1579.14971447758,NA,NA,377.246374056639,3557.40957653499,278.380591563794,795.565482934728,1579.14971447758
"TCGA.AR.A1AM",192.857862907779,NA,57.7150968582331,NA,195.267064260255,NA,989.282453594246,124.643862549202,310.111521582018,NA,653.589791735642,NA,1225.10496268447,989.282453594246
"TCGA.A7.A0DB.2",255.602464181323,13.1200974146545,184.298523250217,NA,NA,8.39751465864589,1319.66195748298,10.3747518405647,NA,NA,2995.00910357461,NA,410.435943752072,1319.66195748298
"TCGA.E2.A158",25.5066597907948,170.787633196166,74.5559982853117,NA,724.112491118491,62.0442464681951,NA,NA,NA,NA,3400.21560226789,1201.49974723168,503.230116516022,0
"TCGA.E2.A1L8",205.156001238818,NA,168.423345296185,NA,NA,92.2577654188592,1560.75270126471,168.399527296033,NA,NA,3718.11507586005,310.407683086846,1176.85817757894,1560.75270126471
"TCGA.AC.A3OD",34.1903436974607,NA,42.4784156342879,NA,259.146090249086,14.2713456509042,459.518847793225,NA,NA,NA,819.190506005413,233.076797392241,95.6789521207564,459.518847793225
"TCGA.E2.A1LG",109.291425702173,103.786446583623,NA,NA,264.780308281926,29.1037492546367,476.066555014297,NA,NA,NA,2227.28149365168,523.463074547054,351.871277029192,476.066555014297
"TCGA.E9.A1R0",103.535339439616,NA,64.9837931157788,51.2985070483775,501.207784911627,128.073569252559,1880.68814482258,NA,NA,NA,613.734702367217,NA,479.217139479674,1880.68814482258
"TCGA.AO.A1KO",28.9054166320784,107.746890745873,651.226271197187,NA,NA,36.3146562758008,5057.10310494451,NA,NA,1171.4538198266,9470.32625816381,NA,2373.3335335983,5057.10310494451
"TCGA.E9.A5FL",66.2876531078362,NA,30.2370344901388,6.48461941643241,119.105397091872,NA,427.8257128015,NA,NA,NA,1175.70300324401,54.3346010060259,117.390004380246,427.8257128015
"TCGA.BH.A0C1",389.539112997236,NA,60.3117343756015,NA,187.563751591971,NA,418.849761180703,NA,NA,NA,1691.80098460104,251.488122914172,81.5411810908888,418.849761180703
"TCGA.A2.A1G4",183.270656653937,97.4379208740697,78.8818636865684,NA,NA,36.0902516457267,495.45828992766,NA,NA,NA,5207.53674648596,596.055607551341,969.538552113454,495.45828992766
"TCGA.A8.A06R",73.1078281506936,251.442143023176,168.921977465606,NA,494.284316689252,119.551102533448,NA,NA,NA,NA,2896.55948167626,532.309585313128,198.088291121709,0
"TCGA.A7.A13D.1",11.7969294412943,444.582988483546,NA,NA,971.36196571355,265.440879141937,118.204868043737,NA,NA,NA,1580.05304525594,1177.28379196098,19.8522363664994,118.204868043737
"TCGA.BH.A18H",72.1024646873451,NA,65.9167200579629,17.8588858705546,239.719873615386,16.6930297052655,700.346128958455,NA,NA,NA,1006.81186789478,NA,223.284988693993,700.346128958455
"TCGA.A2.A0CX",191.826757355477,NA,122.755830500335,NA,63.0226188287409,25.9898040028939,1124.29417652584,NA,NA,NA,2477.28448391362,78.5003085061437,330.073168459385,1124.29417652584
"TCGA.A8.A07Z",288.86379548047,115.953878475585,77.2319849242612,NA,NA,57.1020108268945,1838.73756014523,NA,NA,NA,5790.40514761482,621.828797442697,1060.28250498791,1838.73756014523
"TCGA.A2.A0ES",319.47915800382,NA,60.982200842758,NA,NA,51.7298109138489,1267.93784362932,101.690356189324,NA,NA,2022.90442068981,294.965001422143,884.764039676689,1267.93784362932
"TCGA.OL.A5RW",134.139787041539,497.678933905784,59.1940088478538,NA,735.726388735302,311.437081846488,871.18454563874,NA,NA,NA,2042.73358805795,356.804647377876,NA,871.18454563874
"TCGA.BH.A0DQ",56.1011693344198,9.31398398829694,52.274354943197,NA,151.44775730043,26.5896663294142,674.439088549393,NA,NA,NA,758.177082392545,NA,190.707138994401,674.439088549393
"TCGA.E9.A54X",33.4335617078219,NA,51.4931831866408,381.833255929988,4035.06401064597,402.817875068224,NA,NA,NA,1877.03169769498,2653.91874951915,NA,516.995196669572,0
"TCGA.C8.A1HJ",137.447774973688,46.5614677630899,179.061050392686,21.3604501569797,NA,135.087939489498,1987.663445782,NA,NA,NA,4830.79474433878,NA,1399.56028011557,1987.663445782
"TCGA.AN.A0XT",454.429697379302,171.437536460825,169.982931943754,NA,NA,68.1199895112206,1116.23636848724,NA,NA,NA,8446.23974221121,596.701397891533,1308.73306129494,1116.23636848724
"TCGA.AO.A0JB",640.375032625759,NA,61.8475131694082,4.02535300034445,495.929519082089,NA,224.067016629272,NA,NA,NA,3310.36389307372,390.821520492666,142.582618416772,224.067016629272
"TCGA.AN.A0XU",100.483679188143,NA,72.6857379916874,NA,456.538131737435,20.3495419427747,492.451746223395,NA,NA,NA,1772.97332267332,536.807427187713,190.9970874009,492.451746223395
