"","Signature_1","Signature_13","Signature_17a","Signature_17b","Signature_18","Signature_2","Signature_3","Signature_30","Signature_34","Signature_41","Signature_5","Signature_8","Signature_85","df.extra"
"TCGA.E9.A1RF",NA,NA,1067.73665143828,359.757325989673,1453.03404881328,NA,5844.76045340765,NA,NA,4311.66848749042,7524.09775008059,4161.73471176963,7799.65171165333,5844.76045340765
"TCGA.EW.A1IZ",124.438109271594,NA,30.7313919721366,NA,219.149292201725,NA,1572.97598544423,178.139770385523,437.651134211722,NA,640.455499582115,NA,1425.26105952977,1572.97598544423
"TCGA.E9.A3Q9",NA,NA,856.974507838883,NA,3791.06893707176,NA,2869.0366496944,5871.06120032277,NA,NA,15026.5835787518,9147.07774813296,NA,2869.0366496944
"TCGA.OL.A5D7",132.573121311211,NA,42.4328242670605,NA,507.796397156524,NA,727.980800867949,NA,NA,NA,794.663209054206,211.736222281839,137.278214320634,727.980800867949
"TCGA.BH.A0EE",94.5426576429863,509.536419742987,163.952802167275,NA,392.011795745029,628.26007856793,NA,NA,NA,NA,3158.09668222184,579.140121188406,189.416012502734,0
"TCGA.B6.A0RQ",150.665173037021,151.28569678154,28.6096996826349,NA,57.267412485599,120.281569400673,466.449864584461,NA,NA,NA,2282.86725736664,NA,314.194550683053,466.449864584461
"TCGA.A7.A6VY",436.236577275226,NA,202.525578818593,138.921412994214,554.823606281945,265.11216874678,4413.16916098175,NA,NA,NA,7041.95675751047,NA,2204.05466795315,4413.16916098175
"TCGA.5L.AAT0",126.721788683757,310.005528644075,85.1000369768711,NA,1080.4153056471,277.280232149914,587.813433889579,NA,NA,NA,2315.46905064878,579.885921342707,NA,587.813433889579
"TCGA.AO.A03V",NA,NA,57.6908303465579,NA,342.828376428338,NA,998.322951053081,206.715621985229,NA,416.043957503892,1346.5769953121,482.000362022489,557.242875626803,998.322951053081
"TCGA.D8.A27T",141.783947302171,159.406045117861,36.3648128735377,NA,NA,157.139775020198,284.89075733744,NA,NA,NA,4808.22516132864,797.724541447056,720.113906913055,284.89075733744
"TCGA.A7.A26H",21.8967404550263,NA,15.7020839407247,18.1914987792291,12.9812545151389,NA,271.599077147452,NA,NA,NA,94.6596468452212,7.00563879299932,100.185451013504,271.599077147452
"TCGA.A2.A25E",116.543802456246,NA,144.378911048196,NA,686.655011532432,87.5808144590029,2736.30959212517,NA,NA,290.647355124661,1253.84190272736,NA,825.329293170755,2736.30959212517
"TCGA.BH.A2L8",117.802622752129,41.9783121630589,NA,NA,195.056499119602,NA,745.716995812042,318.517780504766,320.869545316512,NA,NA,459.403277814332,2398.88987717539,745.716995812042
"TCGA.C8.A26Y",595.853799893216,289.597074873183,46.1493321381336,NA,867.541111487299,233.591639573881,NA,NA,NA,991.936974232352,3137.32521115104,418.068708020237,NA,0
"TCGA.BH.A0AV",110.005811020973,219.10232786718,80.3508663452075,NA,646.850908703331,333.217983377914,NA,NA,NA,NA,3261.05416476752,951.805519406972,161.277259840011,0
"TCGA.BH.A0C3",30.4416551927097,NA,77.8769670947538,NA,749.900176729054,16.5676685524122,460.612583294084,NA,NA,NA,1110.60365207851,1154.48346551219,194.5530451016,460.612583294084
"TCGA.BH.A0GY",17.8945221514498,NA,26.1327299605955,6.4684429692821,303.005224430041,5.99991273510316,NA,NA,NA,NA,1415.09239385642,270.950364310932,158.519426631791,0
"TCGA.A2.A0YJ",387.607203052984,236.814500442946,87.4997804347079,NA,NA,223.32040993856,830.156027189298,NA,NA,NA,7552.48542125443,309.152489398903,903.740318313363,830.156027189298
"TCGA.BH.A1EX",60.4975817301456,29.1288220192436,44.2256255233624,NA,362.713547004272,32.989990957267,608.207017013473,NA,NA,NA,1461.58081592106,NA,146.733208447922,608.207017013473
"TCGA.BH.A1FM",292.930151623708,NA,201.200771772833,NA,35.3946088242677,19.4033883436445,1521.05601618936,NA,NA,NA,3511.88411153131,44.8674615501854,384.228427450155,1521.05601618936
"TCGA.AO.A0JG",113.615830717849,23.232481721789,65.1679220833086,NA,557.417480627678,NA,592.534276924593,NA,NA,NA,2285.66810976556,455.729581096539,307.367369935841,592.534276924593
"TCGA.B6.A0I9",93.5672276284195,NA,156.4974688923,NA,NA,89.0373510221803,2104.97581154718,NA,NA,313.33664892738,2029.37379189172,410.942798998921,934.371831612413,2104.97581154718
"TCGA.WT.AB44",67.5104137361178,46.4759363928561,NA,NA,216.552011508332,34.3366612434245,335.454936992034,NA,NA,NA,1195.34491142108,321.464684162136,176.228530172377,335.454936992034
"TCGA.A2.A4RY",1174.10164820908,154.113113230249,552.917281493265,NA,324.47294843776,NA,690.811154100549,NA,NA,NA,16231.4481717404,1247.76630238431,2396.20971291963,690.811154100549
"TCGA.BH.A0B9",55.003031049079,NA,52.8458779279453,19.7497139196868,281.671220747174,33.3953345519529,869.754886198758,NA,NA,NA,629.565721776466,NA,151.54338156944,869.754886198758
"TCGA.E9.A1RC",87.7570687391733,NA,50.122051472248,NA,702.951381574069,123.2666555813,489.62533296415,127.361847667973,NA,NA,1791.92444822089,797.308449300687,NA,489.62533296415
"TCGA.BH.A8FY",176.396476250578,49.0188426850725,108.633263329077,NA,482.237177571803,NA,316.261865618578,NA,NA,NA,3243.8114925931,435.467202231651,388.349360468783,316.261865618578
"TCGA.B6.A0I1",374.318731576143,179.330873524699,106.209744406927,NA,824.749035541222,189.430824988684,714.375161237931,NA,NA,NA,3051.23237126669,686.393476820279,NA,714.375161237931
"TCGA.EW.A1IW",130.196749515515,NA,121.070299347326,NA,422.912543604723,35.4066936665841,847.930932983356,NA,NA,NA,2530.61268992286,156.358178067698,330.754352060157,847.930932983356
"TCGA.E2.A9RU",162.409380032747,72.4951658538247,84.8241150455405,NA,351.379257523253,148.769633276448,832.895154151903,NA,NA,NA,2865.5876952222,NA,199.779838450343,832.895154151903
"TCGA.A2.A0EN",213.945351052564,138.215232917149,NA,NA,310.623587189305,53.2355035771675,500.924935540705,NA,NA,NA,4869.71578195349,847.309469556921,804.84399044163,500.924935540705
"TCGA.A7.A13E",NA,215.03032476722,127.289533826548,NA,2444.6165457666,NA,2654.34177940359,476.891688649632,NA,NA,5772.87756819401,887.628278064321,1191.88366263405,2654.34177940359
"TCGA.D8.A1XF",NA,101.762992030562,53.9756213782578,NA,699.663941067544,46.7179954744738,NA,NA,NA,NA,3305.51529834211,1078.69059077209,545.124425953881,0
"TCGA.A8.A07P",10090.0674744724,NA,NA,NA,2412.01343645197,NA,1003.12488463014,4096.32484906628,NA,6606.14653897476,9172.90958921202,507.330693416969,NA,1003.12488463014
"TCGA.AC.A8OR",NA,NA,NA,540.39708398138,13458.2546093009,884.88092657833,NA,NA,NA,5498.75275071506,844.780072477636,NA,NA,0
"TCGA.A7.A13E.1",209.740084132783,73.9032097976369,72.0650405644762,NA,344.040811309736,NA,284.423125672071,NA,NA,NA,3793.20133427914,478.039170318347,509.949555611998,284.423125672071
"TCGA.E2.A56Z",55.9552995925164,NA,119.706498812576,18.9895307950516,NA,41.7085975939155,1262.04165447108,NA,NA,NA,2303.80256699604,471.049469672687,619.267266055187,1262.04165447108
"TCGA.D8.A145",246.683975396616,148.097058114337,31.8737594538501,NA,NA,77.4009463615782,763.713720550581,NA,NA,NA,5307.86705625365,745.102266727933,866.757974120783,763.713720550581
"TCGA.E2.A1LA",NA,NA,44.9930429967862,NA,197.483283623911,40.4073721300499,1284.13711471395,NA,NA,375.56281359943,1007.41591399744,421.664388848571,408.777380063804,1284.13711471395
"TCGA.B6.A0RV",490.400458263273,NA,48.5268027093189,43.4810274833763,403.996756685586,NA,1084.14293739056,NA,NA,NA,1791.58753667778,518.149734471864,355.11044933855,1084.14293739056
"TCGA.E9.A229",82.6280000592027,NA,147.089281193209,NA,NA,166.617781750229,1645.35405321337,NA,NA,366.153487166461,4363.63777181649,476.598460862489,1539.52193697851,1645.35405321337
"TCGA.BH.A0HI",59.0747654722973,7.5676832645565,39.6241418396355,NA,233.845992197899,NA,332.404903799604,NA,NA,NA,958.076854285367,288.788376272395,70.5927970389659,332.404903799604
"TCGA.E2.A570",168.30629243573,NA,91.2569849373326,NA,610.246512099729,122.531446309059,520.01277425527,NA,NA,NA,2770.06421641295,791.169265389294,209.554551665651,520.01277425527
"TCGA.A2.A0CS",187.87274727682,NA,164.958095719478,63.472133522295,386.798047841642,181.37476617337,2667.05214566683,NA,NA,NA,370.421417123976,NA,594.360219499789,2667.05214566683
"TCGA.PL.A8LZ",237.254246921789,NA,185.404449854454,NA,240.756143249055,44.534740358636,802.928965531839,NA,NA,NA,3254.62712296649,290.588268063837,333.433702076061,802.928965531839
"TCGA.LL.A6FQ",71.4382006666613,220.91344641305,86.7189027880237,NA,474.022321640881,50.145797604255,NA,NA,NA,NA,4899.45795758219,1150.21001485705,629.253570557171,0
"TCGA.E2.A1LS",NA,NA,189.736807828393,23.6173296634202,580.705852866407,105.412257137285,1457.94220788434,NA,NA,NA,2836.29183143203,638.357487807824,620.903102154898,1457.94220788434
"TCGA.BH.A0AY",91.4909909583213,NA,45.4781339354472,7.37112822608461,210.988258618413,NA,313.961648355113,NA,NA,NA,1714.36909171131,161.23612099788,149.502146449092,313.961648355113
"TCGA.AO.A0J7",33.5127956657126,42.5652314902224,25.8508448545412,NA,545.364727851549,NA,355.736689345981,NA,NA,NA,2439.79756539977,737.009723662359,336.995390698605,355.736689345981
"TCGA.A7.A2KD",127.518901776689,NA,171.990012704713,NA,165.693609648597,NA,864.441425584786,128.950430103798,NA,NA,2933.25064781451,51.5480498750326,182.221829637189,864.441425584786
"TCGA.E9.A3X8",133.578427389649,52.3560293399675,126.768098876667,NA,NA,46.2629522794397,832.691553870262,NA,NA,NA,3207.87803113551,195.506940289598,542.781112763855,832.691553870262
"TCGA.S3.AA14",478.904004881301,NA,300.867299660722,NA,284.658271374169,NA,551.233528549781,NA,NA,428.776657002937,8709.66458198092,221.334082334682,1685.15573213911,551.233528549781
"TCGA.A2.A0T0",100.645551282017,NA,35.9387750836399,NA,1129.84546457785,2.74213941671179,700.821681143628,NA,NA,NA,1649.54005420193,762.261323276363,171.705499714771,700.821681143628
"TCGA.AR.A1AK",195.714588976591,NA,65.8203615070544,NA,139.388600443124,NA,1211.98591484634,210.435644815519,397.383671280725,NA,1391.02091286239,NA,1661.3539922478,1211.98591484634
"TCGA.AC.A3QQ",61.7443747455073,NA,27.4379785281912,NA,271.114574292777,NA,494.328786785167,NA,NA,NA,723.427795969686,220.212795142983,84.6610142912256,494.328786785167
"TCGA.AN.A0XS",NA,NA,161.548314501196,NA,NA,801.474496512776,1910.34205022403,224.892263245953,NA,252.192784112866,2057.80699712728,232.877196857212,613.463483228519,1910.34205022403
"TCGA.AC.A5XU",73.7894189931534,NA,62.5245109400453,30.2169914585087,NA,NA,514.532192002825,NA,NA,NA,996.87178606485,59.2662314622691,210.714221183475,514.532192002825
"TCGA.D8.A1XK",120.210933864635,NA,25.3514537498262,NA,229.751767754275,NA,759.253417663044,193.494284540067,468.746254406419,NA,NA,124.841771637032,1743.01477009024,759.253417663044
"TCGA.D8.A1X9",2241.31520673964,NA,176.929331175405,NA,1337.915892818,NA,323.075610736315,189.418128445091,NA,425.190182127295,5289.44257829866,1074.8993827098,NA,323.075610736315
"TCGA.AN.A0AJ",211.181578568543,NA,160.706460481902,17.5546863661757,33.2223079164643,NA,1276.33847412246,8.55397464747571,NA,NA,2789.89648748437,NA,266.863304130566,1276.33847412246
"TCGA.A2.A0CU",232.88710945422,NA,117.538954915791,13.6628228904866,NA,49.2556979222573,1280.0996987904,NA,NA,NA,3226.19507922432,272.346403868699,394.478589428766,1280.0996987904
"TCGA.AQ.A54O",427.702588609703,62.8802045599421,64.4920674569437,NA,NA,35.5814353836579,341.255446832345,NA,NA,NA,5128.13458355687,424.071720591816,477.178032493258,341.255446832345
"TCGA.BH.A0AU",200.684414374052,NA,172.609264111904,105.379802533704,NA,326.922883161364,5156.90495396314,NA,NA,NA,4503.02557181906,435.612676760548,1963.11200397949,5156.90495396314
"TCGA.A2.A0CT",71.3814293881901,NA,81.4683041094517,26.6337696973622,235.532541499366,95.6595410062903,1470.24895303098,NA,NA,NA,816.406681623327,NA,404.457315518282,1470.24895303098
"TCGA.AR.A1AU",41.3733233204046,NA,26.3874494464022,14.5098295740915,391.516227737519,NA,548.758790861685,NA,NA,NA,662.2711779033,309.723127564745,22.2095318319174,548.758790861685
"TCGA.A8.A09D",241.616596407771,NA,94.6508133399717,NA,240.54336051634,67.6550088793657,1569.68275445191,NA,NA,NA,1824.68616200731,300.704952426524,384.181075279237,1569.68275445191
"TCGA.LD.A74U",345.360223607997,NA,139.613137638481,100.087668108503,368.872205987129,129.004212289587,3667.46910441028,NA,NA,NA,5814.75976355255,NA,1502.38862449279,3667.46910441028
"TCGA.OL.A6VO",120.442844979006,NA,99.7253788113902,14.2045117455085,475.671182824565,68.1948241441683,1536.74214119779,NA,NA,NA,1367.56420184366,NA,277.416159609577,1536.74214119779
"TCGA.AO.A0J3",58.2344977749543,9.82817581009518,179.632574764335,NA,877.420334665804,NA,742.018946563673,NA,NA,NA,2383.05248134907,436.223721564437,415.271055541842,742.018946563673
"TCGA.AR.A254",94.0862910354793,NA,118.463439468771,NA,NA,88.6433752385247,1350.60842576575,NA,NA,216.08022410791,2446.63832482405,285.601035878747,778.272665948659,1350.60842576575
"TCGA.D8.A27L",NA,691.930403874421,123.877672979959,NA,325.397066106822,565.053686941929,1085.73994545687,NA,NA,NA,3037.03710836016,508.283006479735,877.889646576129,1085.73994545687
"TCGA.E2.A14X",287.55391467636,NA,133.990812519126,NA,155.734321022204,NA,1693.40455206308,30.6652039388525,NA,NA,2926.34037060143,108.386395974432,450.696489198875,1693.40455206308
"TCGA.AR.A1AO",NA,76.1972006623488,189.081665716253,NA,3500.38804080222,29.1237249588455,41.0856507836243,NA,NA,NA,1044.34788730065,251.032955039801,168.651489995405,41.0856507836243
"TCGA.A2.A4S3",82.5543566735697,NA,41.192871979086,9.00409873407629,263.432488128858,20.0218232574563,757.960529803899,NA,NA,NA,671.534191317834,NA,130.852687289583,757.960529803899
"TCGA.A8.A09M",417.232212768656,26.876414280976,258.255896092666,NA,879.327153054061,NA,792.382015127197,NA,NA,NA,5580.12400134984,691.926821021132,861.431875207281,792.382015127197
"TCGA.BH.A0BR",153.361333507382,NA,78.149012970688,65.3764361759646,136.708868798046,105.261275777354,2411.8481138566,NA,NA,NA,406.62475687277,NA,240.052088502877,2411.8481138566
"TCGA.A8.A0A1",648.723363570214,57.0026965159449,230.835408374243,NA,222.437307096478,NA,563.815060097565,NA,NA,NA,8472.00131867676,462.912055801791,1318.19189349597,563.815060097565
"TCGA.C8.A12Z",70.4052634605896,NA,45.1058770204416,0.830308738433785,328.884519684028,3.74116674331559,773.789441499571,NA,NA,NA,934.443177033578,NA,147.461397879771,773.789441499571
"TCGA.E9.A1N9",209.187402595784,NA,210.932436157408,78.5651724139036,526.163509199855,217.749851008082,3998.85276525249,NA,NA,NA,752.5545850778,NA,995.40637652498,3998.85276525249
"TCGA.BH.A1FC",146.998131424239,2.34485252668095,85.132955407139,NA,118.788902035996,NA,191.181845917928,111.079949040076,NA,81.6530922396042,1831.64257103645,NA,NA,191.181845917928
"TCGA.A8.A0A7",335.868927119656,NA,120.96928794022,NA,383.559224596175,87.6110260663699,700.005445867059,NA,NA,NA,4846.47683669505,680.25696713561,546.042726437594,700.005445867059
"TCGA.A2.A0SW",909.583584591668,43.5337913563776,179.325597529269,NA,NA,65.395389969168,728.576228313851,NA,NA,NA,8667.24698044912,157.524443095564,1082.88999452423,728.576228313851
"TCGA.A8.A094",24.2742126434836,66.6379902252794,NA,NA,706.941347977296,105.275090570723,802.909774429635,NA,NA,NA,3308.16164415083,1133.12319271517,727.547294047716,802.909774429635
"TCGA.A2.A1FZ",79.4608207765006,NA,77.8042593266092,NA,426.013020974886,134.559424765195,1395.82468072563,NA,NA,NA,1166.50981262073,377.202001392954,405.07556940192,1395.82468072563
"TCGA.AC.A6IW",44.6430835391624,141.652994712771,166.288019437747,NA,651.649653229652,44.580948880385,NA,NA,NA,NA,2155.68823881393,521.532285189707,190.129490163674,0
"TCGA.XX.A899",2.02584250683047,11.9573997407316,299.019903474774,NA,581.023123074062,NA,2881.93466289736,NA,NA,NA,4699.01034690265,1421.65345576134,1117.40897812257,2881.93466289736
"TCGA.OL.A66P",79.6426088149431,NA,37.2426951004988,NA,227.623587208568,NA,694.31421652425,119.780144400779,126.184148126707,NA,520.791332195802,NA,465.355425429353,694.31421652425
"TCGA.BH.A0DS",60.7131250838423,NA,102.220992603943,NA,NA,106.574167970345,1338.34436101698,NA,NA,358.332866670247,1899.08377468717,348.779790536922,687.737587166253,1338.34436101698
"TCGA.A2.A0EU",156.738236088951,141.057911018329,NA,NA,317.515163497947,78.9967300689118,802.873578056356,NA,NA,NA,3874.37871842897,638.218724815706,726.085889764579,802.873578056356
"TCGA.AQ.A04H",85.598624079856,NA,201.560228202635,130.352560361831,783.489847691007,118.393434088037,3671.90579255646,NA,NA,NA,122.36238094842,NA,706.514586910741,3671.90579255646
"TCGA.C8.A12O",NA,NA,116.435025475258,86.5299578066821,389.077071294398,149.836486480617,1947.9923362111,NA,NA,NA,814.062154517062,657.031354131525,547.401999008569,1947.9923362111
"TCGA.A2.A0CW",105.330132077874,NA,32.3522083444661,NA,220.39949952395,NA,625.508081894033,NA,75.8839949849924,NA,712.530487237742,76.8381510494108,356.816763934509,625.508081894033
"TCGA.S3.AA17",129.504687605983,NA,141.067416762102,11.1465457254331,NA,60.8400687849222,1627.02651211177,NA,NA,49.1940813893946,3410.71951125824,NA,859.677249392015,1627.02651211177
"TCGA.E9.A1RA",78.7243855757042,442.652600049822,18.3743856355418,NA,515.894849222365,494.476057708534,765.478942870678,NA,NA,NA,535.253009795612,217.069258393534,NA,765.478942870678
"TCGA.BH.A0E2",158.949936809439,27.2787348524502,44.297065494299,NA,622.627623913779,NA,274.067819654136,NA,NA,NA,2115.96999486578,678.554935381074,229.77094943908,274.067819654136
"TCGA.E9.A2JS",122.070108193116,NA,158.752399953686,NA,NA,13.7101047319815,1183.79049277003,213.803053285654,NA,NA,2262.34681108052,37.2836489792661,455.211070518996,1183.79049277003
"TCGA.C8.A1HM",27.2285307197107,59.9109140682152,125.643408512205,NA,193.765886717286,NA,448.609616593757,NA,NA,NA,2981.11802920461,925.292504598953,500.857440295749,448.609616593757
"TCGA.BH.A1ET",104.490798142365,47.7783064570298,168.93392233265,24.2646154615003,NA,110.026819862802,1646.72685366729,NA,NA,NA,2748.93003612038,NA,748.849571592501,1646.72685366729
"TCGA.5T.A9QA",10580.4948825862,NA,NA,7.12512964578844,155.623708294133,NA,NA,3077.58829519111,NA,3739.04607865467,18609.6374869033,NA,NA,0
"TCGA.D8.A73X",103.372130053924,NA,136.111004020974,NA,1271.20892670241,NA,1208.43942428642,NA,NA,NA,1987.07808993971,513.61246150215,19.8530154219468,1208.43942428642
"TCGA.AO.A03R",NA,NA,56.0046048532711,NA,322.237582936929,63.4784722353041,979.175770685787,NA,NA,544.449393358278,1810.17133975535,499.175132362779,859.693390366552,979.175770685787
"TCGA.AN.A0FV",107.572671860523,87.6157957329494,51.128892396941,NA,NA,47.409556617751,492.81460655797,NA,NA,NA,3010.64487942899,546.172392345002,479.395469820561,492.81460655797
"TCGA.AO.A12D",125.49730997996,NA,106.962852514781,NA,913.49453990248,NA,440.491578695014,33.1013770486449,NA,NA,2562.22413612419,550.790349299916,58.7095306867259,440.491578695014
"TCGA.AR.A24N",833.910094071013,NA,76.8885999903055,40.2459399687496,164.604193294885,NA,1408.0744218442,NA,NA,NA,3674.69915427447,NA,357.1763604964,1408.0744218442
"TCGA.A2.A04U",164.647891674283,NA,75.6256024920566,NA,180.223593779825,67.0178050058529,1346.24913205615,NA,NA,188.423018825254,2148.43035003872,NA,705.562166528593,1346.24913205615
"TCGA.E2.A14Q",450.785594464169,NA,75.2735345697602,7.99439410142057,204.596065625236,NA,381.962049005226,NA,NA,NA,3087.0769804691,498.860409398014,167.709213280752,381.962049005226
"TCGA.E2.A3DX",86.1757580218258,NA,48.9815808110819,33.1938208457793,380.83784245983,59.8237207456855,1339.83356232622,NA,NA,NA,385.222371178819,NA,311.299037941406,1339.83356232622
"TCGA.BH.A0H5",52.0477200167427,22.4995633362768,80.6907800501931,NA,130.491626034055,NA,699.714549595488,NA,NA,NA,1232.44205282563,120.436033345851,207.319313413865,699.714549595488
"TCGA.LQ.A4E4",45.8050604468701,NA,134.036864694753,NA,1490.83871256243,14.1213380473527,719.965396540479,NA,NA,NA,1843.79764781057,967.043426778823,97.4020485846136,719.965396540479
"TCGA.A8.A09V",95.840402739557,NA,49.8867078648267,33.4042840822558,230.070567665408,NA,473.804684480591,NA,NA,NA,1676.73164960113,714.182935194852,191.087767154203,473.804684480591
"TCGA.EW.A1J6",5.97695219305123,11.8766226704765,38.3466395379453,10.0992581501277,569.274289543825,NA,NA,NA,NA,NA,1762.50616103052,737.287713679984,111.735965279538,0
"TCGA.AN.A0FY",173.965702095577,NA,309.195952806817,227.209910760561,590.827460066006,768.116456146975,7335.58687396724,NA,NA,NA,3493.39549215188,NA,2480.06296158357,7335.58687396724
"TCGA.BH.A18U",186.611196232599,NA,118.783131106631,NA,187.584565865856,70.5187514693668,863.851890736611,NA,NA,NA,2942.28529084853,578.027201353441,475.294519848011,863.851890736611
"TCGA.BH.A0B7",34.5034212918323,28.6228358191531,NA,NA,285.410847278006,50.2130457426392,322.539299303785,NA,NA,NA,876.800941769383,249.985111412675,106.276857414101,322.539299303785
"TCGA.A7.A26E.1",38.953041586786,NA,56.4256509165757,NA,205.721202563373,NA,967.554588629709,124.144203630166,NA,191.415351464698,1017.18763665898,NA,564.299782776953,967.554588629709
"TCGA.A7.A26E.2",414.30743069648,NA,140.152986868587,NA,426.518758478081,101.288493269306,2199.08600317799,NA,NA,NA,3425.59029904978,335.884491726304,345.328831059252,2199.08600317799
"TCGA.A8.A06Z",98.0940025493686,49.8183781025188,NA,NA,455.329358426476,10.3758753339488,331.457042269565,NA,NA,NA,2336.71704503024,617.025130508619,280.195340221534,331.457042269565
"TCGA.BH.A0BT",78.7317340371295,NA,126.458017838597,43.6744594839382,422.696566885041,81.4743822108692,2679.64191670394,NA,NA,NA,1027.88361838675,NA,715.314439493417,2679.64191670394
"TCGA.OL.A66O",59.6784140858197,NA,73.7168227200007,17.1657888958345,197.434422661423,NA,1008.80003491983,NA,NA,NA,1580.97011982027,367.357993248,219.728524988353,1008.80003491983
"TCGA.A8.A0AB",485.311438908499,NA,31.896346544884,NA,209.016611547205,NA,135.845559772094,NA,NA,NA,2275.0788017097,345.361491258557,123.940632337271,135.845559772094
"TCGA.BH.A0EA",521.704164014073,NA,239.573102620019,331.534439196858,279.901246251151,202.839313569806,6317.75147478499,NA,NA,NA,1687.13851833178,NA,1299.39256059286,6317.75147478499
"TCGA.AR.A1AJ",440.442903166667,214.625455642879,332.390036348217,NA,NA,212.496039056238,1876.40605634295,NA,NA,NA,15694.0823873342,240.640444000463,4296.64304821096,1876.40605634295
"TCGA.E9.A1RE",137.335479125351,NA,99.5325563694269,NA,NA,73.2472401924994,1352.83818352682,139.854261939942,NA,NA,2908.26030686214,377.417197077436,1164.96767239059,1352.83818352682
"TCGA.V7.A7HQ",280.788375355299,NA,194.233353099018,59.7556774538582,1001.6735310572,179.183717068382,3548.07724582933,NA,NA,NA,2310.96705913046,NA,698.62903464435,3548.07724582933
"TCGA.AN.A0FX",86.7037530535604,482.418680534987,69.4660115317984,NA,111.795777824381,316.519789465411,NA,NA,NA,NA,2358.22607308368,453.121012804099,212.98637900819,0
"TCGA.D8.A1XY",124.277596135582,NA,136.403390393625,NA,581.917112566412,NA,545.244389682812,2.59621952165165,NA,NA,1836.01457253368,NA,78.2781978443288,545.244389682812
"TCGA.D8.A27F",227.151468653789,NA,NA,605.500663994048,21659.2170117296,2088.31132754612,NA,NA,NA,4499.05715942331,4597.6237556832,NA,NA,0
"TCGA.BH.A1FH",677.743454748089,NA,199.940564894328,33.2306690804367,NA,NA,852.177375036536,NA,NA,573.229989896454,4529.76687611847,956.944797459811,500.161492262059,852.177375036536
"TCGA.BH.A0B3",223.806108193849,151.382149887855,50.2951091053586,10.5724939652163,99.5776463572832,NA,NA,NA,NA,NA,6010.60534658851,985.405745327303,922.073442963571,0
"TCGA.E2.A15K",90.7590116218746,110.140865048177,86.4811910032704,NA,203.763258701437,34.9431436540679,NA,NA,NA,NA,4536.38802619963,948.775265531122,698.107334768784,0
"TCGA.BH.A0AZ",72.9853881220531,NA,40.8500042884142,NA,553.134698894405,114.377206109203,810.617775268402,NA,NA,NA,684.818369315452,93.0533925024081,38.7622137236543,810.617775268402
"TCGA.BH.A8FZ",483.070167454419,227.450431811721,197.141460793582,88.4892619303985,NA,NA,1910.93315843843,NA,NA,NA,8090.65287176402,1024.72987326303,1592.45716328323,1910.93315843843
"TCGA.AR.A24O",186.526394159546,NA,178.276583198148,NA,90.1338786621583,14.1662532195928,1250.16615124747,NA,NA,NA,3907.75890917609,162.703383972994,419.809604236974,1250.16615124747
"TCGA.A7.A5ZW",809.255106113214,246.146161995044,78.3106496140585,NA,NA,79.4038824975551,452.341541545471,NA,NA,NA,11644.9426757942,1500.04243039044,1738.42417406359,452.341541545471
"TCGA.B6.A409",172.420076720084,633.24724598284,91.0894220751675,NA,696.975598109074,464.426940314999,1100.27742204091,NA,NA,NA,2277.36038404854,NA,233.655584116307,1100.27742204091
"TCGA.BH.A18K",207.474796098223,NA,55.0254302291831,53.0082603999591,NA,137.721804445185,1190.09743722616,NA,NA,NA,2137.82011485082,693.036503352267,435.125850216719,1190.09743722616
"TCGA.E9.A248",8531.6730783981,NA,NA,2719.32342804417,28163.8607986297,1371.43846455047,NA,NA,NA,13920.3739656397,22060.9582281519,NA,244.031240562494,0
"TCGA.A2.A3Y0",NA,NA,204.614307582514,NA,NA,123.967803775984,2348.03094562002,149.672256171413,NA,665.406006037137,3464.94704839768,809.512070586935,1232.72312313843,2348.03094562002
"TCGA.BH.A1FL",76.6455314852713,106.114403709061,30.2930500997693,NA,813.159543396973,NA,475.248544669302,NA,NA,NA,2522.63831773621,694.27834433938,322.182961740883,475.248544669302
"TCGA.E2.A15K.1",222.11894525034,NA,144.943299955268,96.220319404915,NA,60.5463286158695,2005.66477372179,NA,NA,NA,3043.11508113005,538.491819927466,417.77111767105,2005.66477372179
"TCGA.A1.A0SI",224.42663350921,49.7937558882054,139.212786760333,NA,384.601230851343,109.878402531576,1161.93613465877,NA,NA,NA,3120.59013454566,NA,516.079319383171,1161.93613465877
"TCGA.GI.A2C9",231.50489221319,NA,109.320489051064,89.3121649612272,439.707665060988,196.152197712666,3340.48504057203,NA,NA,NA,2659.92370290525,NA,1080.79626846614,3340.48504057203
"TCGA.E9.A1NG",NA,NA,110.991963699686,NA,NA,138.681108058504,1309.44622085969,260.938091553775,NA,604.862722788248,2480.59378244173,1289.34665275391,1342.23610991196,1309.44622085969
"TCGA.AR.A24Z",424.206677694219,NA,83.7949033032908,NA,NA,NA,1035.13321095787,150.937797654687,NA,139.511607246472,3565.26510823656,414.924594474162,644.145898340951,1035.13321095787
"TCGA.BH.A1EU",20.984269972953,NA,41.6074135131665,6.38443219522207,792.489674372802,NA,463.052502389947,NA,NA,NA,695.661259374407,557.752027760351,71.1326371127118,463.052502389947
"TCGA.AC.A6NO",132.61475957297,127.544282281724,118.924778927444,NA,NA,75.761860418639,1016.28489320832,39.6481361895406,NA,NA,2361.04679934655,NA,415.576704657244,1016.28489320832
"TCGA.AN.A0FJ",482.580024803286,NA,48.1057234533344,21.8789556959449,114.860460236127,NA,632.484262031841,NA,NA,NA,3194.32923224725,622.761156465055,422.448362820121,632.484262031841
